,Unnamed: 0,Unnamed: 0.1,id,date,time,tweet,timezone,likes,user_id,username,replies,retweets,hashtags,retweet,user_rt,mentions,link,Key word
10,10,10,971300782636175360,2018-03-07,13:55:27,👉 எத்தனையோ😨 கஷ்டங்கள்😩 நஷ்டங்கள்😢 துன்பங்கள்😭 துயரங்கள்😰 அசிங்கங்கள்😱 அவமானங்கள்⏩ கடந்த பிறகும் ஒன்ருமே தெரியாதது போல் காட்டிக்கொன்டு 👪 குடும்பத்தின் மத்தியில் 😊 சிரித்துக் கொன்டிருக்கும் 👨 தந்தைக்கு நிகரான நம்பிக்கை ஊட்டும் 📚 புத்தகம் இந்த உலகில் வேரேதுமில்லை,Sri Lanka Standard Time,196,1153402146,viji_tamilachi,23,111,,,None,,https://twitter.com/viji_tamilachi/status/971300782636175360,அசிங்கங்கள்
11,11,11,970853720094253056,2018-03-06,08:18:59,தமிழர் பெருந்தலைவர் காமராஜர் மற்றும் பேரறிஞர் அண்ணாவை அறியாத அசிங்கங்கள் இங்கு எம்ஜியார் ஆட்சியை மீண்டும் இங்கு...  https://fb.me/1QsTHPZ59 ,Sri Lanka Standard Time,0,163078998,tamilzha,0,0,,,None,,https://twitter.com/tamilzha/status/970853720094253056,அசிங்கங்கள்
12,12,12,970489338331975680,2018-03-05,08:11:03,"சாப்பிட்டதா ஆம் ,     ஏன் சாப்பிட்டது ? சாப்பிட்டதா இல்லை  ஏன் சாப்பிடவில்லை   ?  # FB அசிங்கங்கள்",Sri Lanka Standard Time,0,70971546,mahsmali,0,0,,,None,,https://twitter.com/mahsmali/status/970489338331975680,அசிங்கங்கள்
13,13,13,970261331160035331,2018-03-04,17:05:02,அதிமுக எனும் இரும்புக்கோட்டையை காக்கும் முரட்டு சிங்கங்கள் ஓபிஎஸ் ஈபிஎஸ் - அமைச்சர் எஸ் பி வேலுமணி யூ மீன் அசிங்கங்கள் ?,Sri Lanka Standard Time,8,101700029,sansbarrier,0,1,,,None,,https://twitter.com/sansbarrier/status/970261331160035331,அசிங்கங்கள்
14,14,14,969958785396588545,2018-03-03,21:02:50,@ssbalu6465 கூடவே இம்போட்டென்ட்  மோடியின் ஊழல் ஆதரவு கார்ப்பரேட் கொள்ளை நீட் திணிப்பு இந்தி திணிப்பு தமிழ் ஒழிப்பு வெறியாட்டம் இன்ன பிற அசிங்கங்கள் இருக்கத்தான் செய்யும். ஓ.கே.த்தூஊஊஊ மானங்கெட்டவனுக.,Sri Lanka Standard Time,1,865808092780298240,Arivazhi,2,0,,,None,ssbalu6465,https://twitter.com/Arivazhi/status/969958785396588545,அசிங்கங்கள்
15,15,15,969182652212199424,2018-03-01,17:38:45,வாய்ப்பு இருக்கிறது. அடிக்கடி வெளிநாடுகளுக்கு பயணம். ஆடம்பர வாழ்க்கை. நெருங்கிய தொடர்பு அனைத்தும் ஊழல் பேர்வழிகள். ஈனபுத்திபடைத்தவர்கள். மோசடி கும்பல். இன்ன பிற அசிங்கங்கள்.  https://twitter.com/ansari_masthan/status/968737012042825728 …,Sri Lanka Standard Time,1,865808092780298240,Arivazhi,0,0,,,None,,https://twitter.com/Arivazhi/status/969182652212199424,அசிங்கங்கள்
0,0,0,979859645555671042,2018-03-31,04:45:19,@TrollywoodOffl 😂😂அசிங்கத்தின் உச்சக்கட்டம்😂😂  pic.twitter.com/m4ZH7XctG8,Sri Lanka Standard Time,0,926123865188847617,itsmesirajsira,0,0,,,None,TrollywoodOffl,https://twitter.com/itsmesirajsira/status/979859645555671042,அசிங்கத்தின்
1,1,1,978945027886886914,2018-03-28,16:10:57,கேவலத்தின் உச்சம்.... அசிங்கத்தின் எச்சம்.  https://twitter.com/prakashyuva123/status/978940811243962368 …,Sri Lanka Standard Time,0,2933217878,sakthikumaar34,0,0,,,None,,https://twitter.com/sakthikumaar34/status/978945027886886914,அசிங்கத்தின்
2,2,2,978217573039923201,2018-03-26,16:00:18,"தம்பி வில்லிவாக்கம்   திரு.ராசா  ராஜா  கூறியதைப்போல அதிமுக மாநாடுகளில் அரைகுறை ஆடையுடன்,நாங்க புதுசா கட்டிக்கிட்ட சோடிதானுங்க என்ற பாடலுக்கான ஆடல் பாடல்களுடன்  மாநாடுகள் துவங்கி, கூத்தும் கும்மாளமுமான  அசிங்கத்தின்...  https://www.facebook.com/pptexpress/posts/1856012067766120 …",Sri Lanka Standard Time,0,166930026,asikkali,0,0,,,None,,https://twitter.com/asikkali/status/978217573039923201,அசிங்கத்தின்
3,3,3,977568492609093632,2018-03-24,21:01:05,"வானதிக்கு அசிங்கத்தின் அர்த்தம் தெரிய வாய்ப்பில்லை, காரணாம் எல்லாமே அசிங்கம்.",Sri Lanka Standard Time,0,921763220632764416,IrishThamilan,0,0,,,None,,https://twitter.com/IrishThamilan/status/977568492609093632,அசிங்கத்தின்
4,4,4,975696976149807105,2018-03-19,17:04:21,அசிங்கத்தின் ௨ச்சம்... போய் சாவுங்கடா #AIADMK #ADMK https://twitter.com/PTTVOnlineNews/status/975658172038881280 …,Sri Lanka Standard Time,1,802377434637238276,VigneshSemi96,0,0,"#AIADMK,#ADMK",,None,,https://twitter.com/VigneshSemi96/status/975696976149807105,அசிங்கத்தின்
5,5,5,975010462453477376,2018-03-17,19:36:23,மய்யம் அசிங்கத்தின் உச்சத்தில்.  https://twitter.com/kandaknd/status/975004255902883840 …,Sri Lanka Standard Time,0,865808092780298240,Arivazhi,0,0,,,None,,https://twitter.com/Arivazhi/status/975010462453477376,அசிங்கத்தின்
6,6,6,974359191627403266,2018-03-16,00:28:28,@kalpbagya32 அசிங்கத்தின் மீதுதானே கொசு உட்காரும்?,Sri Lanka Standard Time,0,921890221771382784,thaayumanavan,0,0,,,None,kalpbagya32,https://twitter.com/thaayumanavan/status/974359191627403266,அசிங்கத்தின்
7,7,7,974338209428643840,2018-03-15,23:05:06,அதிமுக அசிங்கத்தின் மீது கொசு உட்காருவது இயல்புங்க. ஊழல் அசிங்கத்தை சொன்னேனுங்க. திமுக ஊழல் என்று ஓலமிட்ட நாயின் ஊழலை ஏற்றுக்கொண்டுஅவளுக்கு மணிமண்டபம் நினைவிடம் எல்லாம் அமைக்கும்வெட்கமில்லாத பேமானிங்க இப்போதும் திமுக ஊழல் கட்சி என்று சொல்வது கடைந்தெடுத்த அயோக்கியத்தனம்.,Sri Lanka Standard Time,3,865808092780298240,Arivazhi,0,1,,,None,,https://twitter.com/Arivazhi/status/974338209428643840,அசிங்கத்தின்
8,8,8,973196459473477632,2018-03-12,19:28:11,@HAJAMYDEENNKS @vsbalajipillai நீ தான் சொல்லிட்டேயே உன் ஆத்தா விடம் உள்ள தை ..அதே தான் தலைவா.நீங்கெள்ளாம் அசிங்கத்தின் பிறப்பிடமா.இது உனக்கே கேவலமா இல்லை,Sri Lanka Standard Time,0,935169880482914304,Sathiya88490925,1,0,,,None,"vsbalajipillai,HAJAMYDEENNKS",https://twitter.com/Sathiya88490925/status/973196459473477632,அசிங்கத்தின்
9,9,9,973187872583966720,2018-03-12,18:54:04,இது ஆளுநர் பேச்சல்ல.சாக்கடையில் புரளும் அசிங்கத்தின் பேச்சு.         (அருகிள் உள்ளவர்களை      குற்றவாளியாக  ஆக்குவது)  https://twitter.com/News18TamilNadu/status/972453457540952064 …,Sri Lanka Standard Time,0,935513181400678400,maulaviargmail1,0,0,,,None,,https://twitter.com/maulaviargmail1/status/973187872583966720,அசிங்கத்தின்
10,10,10,972837381970759681,2018-03-11,19:41:20,இது தான் பார்பனியத்துக்கு எதிரான போரா? அசிங்கத்தின் குகைக்குள்ளேயே வந்து அதன் பிடரியை பிடித்து தொங்கியபோது.....,Sri Lanka Standard Time,1,252938335,MatrixThuwa,0,0,,,None,,https://twitter.com/MatrixThuwa/status/972837381970759681,அசிங்கத்தின்
11,11,11,972831590731665409,2018-03-11,19:18:20,இதெல்லாம் ஒரு பொழப்பு? #கமல்குஞ்சிங்க பாத்துக்குங்கப்பாஅசிங்கத்தின் உச்சம்  https://twitter.com/sunnewstamil/status/972489970463076353 …,Sri Lanka Standard Time,3,721015049888874498,iRajiniMuthu,0,0,#கமல,,None,,https://twitter.com/iRajiniMuthu/status/972831590731665409,அசிங்கத்தின்
12,12,12,971581113003999232,2018-03-08,08:29:23,@Actor_Vivek வாழ்த்துகள் சார். இந்த அரசாங்கம் ஒரு அசிங்கத்தின் சின்னம் #PoliceKilledUsha #PoliceKilledUsha pic.twitter.com/Wof76X2m4p,Sri Lanka Standard Time,1,896798829067943936,ezhilveda,0,1,"#PoliceKilledUsha,#PoliceKilledUsha",,None,Actor_Vivek,https://twitter.com/ezhilveda/status/971581113003999232,அசிங்கத்தின்
13,13,13,970867094420996096,2018-03-06,09:12:07,அசிங்கத்தின் உச்சம். மக்கள் ஓட்டு தூக்கி கொண்டாடுனதுக்கு பரிசு.  https://twitter.com/SuryahSG/status/970707612068061185 …,Sri Lanka Standard Time,0,377829675,ilaiya11,0,0,,,None,,https://twitter.com/ilaiya11/status/970867094420996096,அசிங்கத்தின்
0,0,0,971368541487120385,2018-03-07,18:24:42,"பாஜக டெல்லி தலைமை அசிங்கத்தில் கைவைத்து அதை பெருசாக மாற்றவேணாம்,அந்த அசிங்கம் சிலையாகவே இருக்கட்டும் என நினைக்கிறது.அசிங்கப்பட்டான் திராவிடத்தான்.",Sri Lanka Standard Time,20,865705043516825601,srjk22,1,8,,,None,,https://twitter.com/srjk22/status/971368541487120385,அசிங்கத்தில்
1,1,1,971253429292163072,2018-03-07,10:47:17,@drramadoss @vikatan @ikamalhaasan @JAnbazhagan @khushsundar @Ahmedshabbir20 @News18TamilNadu @HRajaBJP @GunasekaranMu எச்சர் இத்தகைய பதிவை உன்னைவிட தாழ்ந்தவன் இங்கு இல்லை நீதான் போட்டு இருப்ப! நீர் ஒரு குள்ள நரி! ஓனாய்! தமிழகத்தில் இருக்கும் அசிங்கத்தில் நீரும் ஒருத்தவன்....,Sri Lanka Standard Time,0,471250957,cmpasenthil,0,0,,,None,"GunasekaranMu,HRajaBJP,News18TamilNadu,Ahmedshabbir20,khushsundar,JAnbazhagan,ikamalhaasan,vikatan,drramadoss",https://twitter.com/cmpasenthil/status/971253429292163072,அசிங்கத்தில்
0,0,0,978335115154608128,2018-03-26,23:47:22,"அந்த அசிங்கத்துக்கு கதை வேரையா😂😂நீ என்னதான் கதை எழுதுனாலும்,,,,என் அகராதில விபச்சாரம் பன்னி பொலைக்குரதுக்கு,,செத்து போவதே மேல்,,அதுக்கு எத்தனை நியாயமான காரணம் இருந்தாலும்,,,  https://twitter.com/RKB_rocking/status/978333927361282054 …",Sri Lanka Standard Time,0,837905951042699264,PragaKutty_,2,0,,,None,,https://twitter.com/PragaKutty_/status/978335115154608128,அசிங்கத்துக்கு
1,1,1,977615153846894592,2018-03-25,00:06:30,@DrTamilisaiBJP 76 ரிப்ளே வந்து இருக்கு ஒன்னாவது உனக்கு சாதகமா இருக்கா பரட்ட...இந்த அசிங்கத்துக்கு உடனே வலி இல்லாம சாவ வீட்ல மருந்து இருந்தா எடுத்து குடி...தூத்துகுடி மக்கள் குடியாவது நல்லா இருக்கும்,Sri Lanka Standard Time,18,936717460002054144,Umamaheshwarss,0,6,,,None,DrTamilisaiBJP,https://twitter.com/Umamaheshwarss/status/977615153846894592,அசிங்கத்துக்கு
2,2,2,972565380114743296,2018-03-11,01:40:30,“ஆர்.கே நகர் தேர்தலில் நோட்டாவில் பாதி வாங்கினார்கள். பெரியார் விமர்சனத்துக்கு பிறகு அதிலும் பாதிதான் வாங்குவார்கள்!” : நாராயணசாமிஇந்த அசிங்கத்துக்கு பேசாமா தமிழ்நாட்டுல  கட்சியை கலைச்சு விட்டு கட்சி ஆப்பிஸ்ஸ கல்யாண மண்டபம் மாத்தி விட்டா கொஞ்சம் வருமானமாச்சும் வரும்😂😂😂,Sri Lanka Standard Time,24,264710716,krishnaskyblue,0,6,,,None,,https://twitter.com/krishnaskyblue/status/972565380114743296,அசிங்கத்துக்கு
3,3,3,971692494202138624,2018-03-08,15:51:58,@srjk22 அசிங்கத்துக்கு புறந்த வன் தான்  திராவிடன்னு தன்னை சொல்லி கொள்பவன்,Sri Lanka Standard Time,2,935169880482914304,Sathiya88490925,0,1,,,None,srjk22,https://twitter.com/Sathiya88490925/status/971692494202138624,அசிங்கத்துக்கு
4,4,4,971468274939568129,2018-03-08,01:01:00,"ட்ராபிக் போலிஸ்காரனுகதான் நவீன வழிப்பறிக் கொள்ளைக்காரனுக. கேவலமான தொழில் பண்றவன் கூட அசிங்கத்துக்கு அஞ்சுவான், இவனுகக்கிட்ட அது அறவே கிடையாது. #PoliceKilledUsha",Sri Lanka Standard Time,1,3018871662,rmdkarthik,0,0,#PoliceKilledUsha,,None,,https://twitter.com/rmdkarthik/status/971468274939568129,அசிங்கத்துக்கு
5,5,5,970976795100045313,2018-03-06,16:28:02,@HRajaBJP போ போ இங்க பட்ட அசிங்கத்துக்கு கூட்டதுல எச்சி கிளாஸ் கழுவி போடுற வேலை தருவாங்க செஞ்சிட்டுவாடா உன்ன பெரிய ரவுடினு நினைச்சன் டா பொசுக்குனு டெலிட் பன்னிட்ட,Sri Lanka Standard Time,0,2328391321,AshokIsrael,0,0,,,None,HRajaBJP,https://twitter.com/AshokIsrael/status/970976795100045313,அசிங்கத்துக்கு
6,6,6,969216091170906112,2018-03-01,19:51:37,எம்மா @Kndhavi91078991 இந்த அசிங்கத்துக்கு அரை நாள் அரசாங்க லீவே விடுலாம் போல  https://twitter.com/KasthuriShankar/status/968961850229514240 …,Sri Lanka Standard Time,1,1269029498,jebingbirt,1,0,,,None,Kndhavi91078991,https://twitter.com/jebingbirt/status/969216091170906112,அசிங்கத்துக்கு
0,0,0,979751517589655553,2018-03-30,21:35:39,திமுகவின் திருட்டு செயல்களா ? எந்த நீதிமன்றங்களிலும் இன்று வரை நிருபிக்க வில்லை என்று தெரிந்தும் முட்டாள்தனமாக குற்றம் சாட்டி பேசுறது அசிங்கம். அவ்வாறான அசிங்கத்தை எந்த அறிவுடையவனும் செய்யவேமாட்டான். மீறிச் செய்பவன் ஒழுக்கம் தவறுகிறான்.துவேஷம் மனித மாண்பை கெடுக்கும்.  https://twitter.com/KrishnaThavasi/status/979624388269047809 …,Sri Lanka Standard Time,3,865808092780298240,Arivazhi,1,1,,,None,,https://twitter.com/Arivazhi/status/979751517589655553,அசிங்கத்தை
1,1,1,979670510060625921,2018-03-30,16:13:45,#பெரீய்ய_அவமானம்அசிங்கத்தை பார்த்த பொழப்பு நடக்குமா?  https://twitter.com/news7tamil/status/979623703687315456 …,Sri Lanka Standard Time,1,6228192,Im_manion,0,0,#ப,,None,,https://twitter.com/Im_manion/status/979670510060625921,அசிங்கத்தை
2,2,2,979641677316050944,2018-03-30,14:19:11,"அசிங்கத்தை அதிகமாக, இணைத்த நாடாக இலங்கை – கூகுள் அறிக்கை  http://www.akuranatoday.com/news/?p=246325 ",Sri Lanka Standard Time,0,1251933636,akuranainfo,0,0,,,None,,https://twitter.com/akuranainfo/status/979641677316050944,அசிங்கத்தை
3,3,3,979629176041828353,2018-03-30,13:29:30,@jeganjeeva சந்தானம் டயலாக் ஒன்னு வருமே..இதுல நிறைய அசிங்கம் இருக்கு நீ எந்த அசிங்கத்தை கேட்கறேன்னு தெரிலயேன்னு. தட் சேம் டோன்😂,Sri Lanka Standard Time,0,215973278,kadalpuraa,0,1,,,None,jeganjeeva,https://twitter.com/kadalpuraa/status/979629176041828353,அசிங்கத்தை
4,4,4,979612849545859072,2018-03-30,12:24:38,"அசிங்கத்தை அதிகமாக, இணைத்த நாடாக இலங்கை - கூகுள் அறிக்கை  http://www.jaffnamuslim.com/2018/03/blog-post_391.html?spref=fb …",Sri Lanka Standard Time,0,289327963,jaffnamuslim,0,0,,,None,,https://twitter.com/jaffnamuslim/status/979612849545859072,அசிங்கத்தை
5,5,5,978913324162195457,2018-03-28,14:04:58,CCTV கேமரா இருப்பது தெரியாமல் இந்த பெண் செய்யும் அசிங்கத்தை பாருங்க  https://youtu.be/PGfWE2_QLSU  via @YouTube,Sri Lanka Standard Time,0,778463549664350208,viralmonkeyin,0,0,,,None,YouTube,https://twitter.com/viralmonkeyin/status/978913324162195457,அசிங்கத்தை
6,6,6,978878375577161728,2018-03-28,11:46:06,"ஆண்டாள் பிரச்சினைல பெரிய யோக்கியன் மாதிரி ரோட்டுல வந்து போராடுனாய்ங்க...#ஜீயர் னு ஒரு யோக்கியமான ரவுடி சுத்திக்கிட்டு இருந்தாப்லயே, யாராவது பார்த்தீர்களா..?#பக்தாள்ஸ் நீங்க மட்டும் நியாயமான #இந்து வா இருந்தா இந்த அசிங்கத்தை எதிர்த்து போராடனும், இல்லையென்றால் நாண்டுகிட்டு தொ.ம்  pic.twitter.com/8IEJbUIvzv",Sri Lanka Standard Time,60,922101332,stalin_germany,1,36,"#ஜ,#பக,#இந",,None,,https://twitter.com/stalin_germany/status/978878375577161728,அசிங்கத்தை
7,7,7,978663856342941699,2018-03-27,21:33:40,"எல்லாத்துக்குமே சென்ற ஆட்சியின் மீது பழி போடுவது எப்படி இருக்கு தெரியுமா ""எனக்கு முன்னாள் இருந்தவன் அசிங்கத்தை தின்றான்  இப்பொழுது நானும் தின்னுகிறேன் முதலில் தின்றவனை தான் நீங்கள் கிண்டல் செய்யணும் எங்களை கிண்டல் செய்ய கூடாது""...",Sri Lanka Standard Time,2,3322317031,Rajesh_Joker,0,0,,,None,,https://twitter.com/Rajesh_Joker/status/978663856342941699,அசிங்கத்தை
8,8,8,978348544561004544,2018-03-27,00:40:44,கேடு கெட்ட எச்சைகள் யார் என்றால் தன் மேல் இருக்கும் அசிங்கத்தை மறைத்து அடுத்தவன் மேலே இருக்கும் அசிங்கத்தை பார்த்து கேலி செய்பவரே ஆவர்,Sri Lanka Standard Time,37,567993891,Wasim_twitz,1,47,,,None,,https://twitter.com/Wasim_twitz/status/978348544561004544,அசிங்கத்தை
9,9,9,977896803478650881,2018-03-25,18:45:41,பணத்துக்காக இந்த பெண் செய்யும் அசிங்கத்தை பாருங்க  https://youtu.be/QWepsDAcxR8  via @YouTube,Sri Lanka Standard Time,0,778463549664350208,viralmonkeyin,0,0,,,None,YouTube,https://twitter.com/viralmonkeyin/status/977896803478650881,அசிங்கத்தை
10,10,10,977815396135813120,2018-03-25,13:22:12,@DrTamilisaiBJP யக்கோவ்.. இங்க பாருவேன் அசிங்கத்தை. ஆனா இதெல்லாம் போதாது. இன்னும் நிறைய இருக்கு உங்களுக்கு. #BanBJP @SuryahSG 😂😛  https://twitter.com/PTTVOnlineNews/status/977809440408662016 …,Sri Lanka Standard Time,0,301358388,ShotDKuruvi,0,0,#BanBJP,,None,"DrTamilisaiBJP,SuryahSG",https://twitter.com/ShotDKuruvi/status/977815396135813120,அசிங்கத்தை
11,11,11,977359041574797312,2018-03-24,07:08:48,இந்த உலகத்தில் அசிங்கத்தை...  http://youtu.be/k7iasVnkBsg?a ,Sri Lanka Standard Time,0,994115413,tmclivetelecast,0,0,,,None,,https://twitter.com/tmclivetelecast/status/977359041574797312,அசிங்கத்தை
12,12,12,976798307220586496,2018-03-22,18:00:39,விஜய்க்கு இப்படி ஒரு அசிங்கத்தை ஏற்படுத்திய காமெடி,Sri Lanka Standard Time,0,807409285110046720,Manoj_Vinu,0,0,,,None,,https://twitter.com/Manoj_Vinu/status/976798307220586496,அசிங்கத்தை
13,13,13,976763856050671617,2018-03-22,15:43:45,@mrpaluvets சாதிய ஏற்றத்தாழ்வுகளால் கட்டமைக்கப்பட்ட ஒன்றை வெறுத்து தான் புத்தர் தனி வழியை தேடுகிறார். அவர் வேண்டாம் என்ற அசிங்கத்தை அவர் மீதே பூசுகிறார்கள்!,Sri Lanka Standard Time,8,2908790407,KrishnaThavasi,0,0,,,None,mrpaluvets,https://twitter.com/KrishnaThavasi/status/976763856050671617,அசிங்கத்தை
14,14,14,974992353386622976,2018-03-17,18:24:26,@PTTVOnlineNews அசிங்கத்தை அரங்கேற்றிக்கொண்டிருக்கின்றனர் அழிவது உறுதி,Sri Lanka Standard Time,0,968120912460435456,JeevaE5,0,0,,,None,PTTVOnlineNews,https://twitter.com/JeevaE5/status/974992353386622976,அசிங்கத்தை
15,15,15,974852694010671106,2018-03-17,09:09:28,"வேணாம்! வேணாம்! நாஞ்சில் சம்பத்!உன் தன்னல அசிங்கத்தை.. தமிழ் இலக்கியத்துக்கும் கொண்டு வந்து விடாதே!தினகரன் இல்லீன்னா ஒரு குணகரன், வித்கரண்! வேறு கட்சி மாறிக் கொள்! ஆளா இல்லை, இந்தச் சூழலில்? விவேக் ஜெயராமன் முதற்கொண்டு ரஜினி வரை.. புதுக் கட்சிக்கா பஞ்சம்?😂  https://twitter.com/PTTVOnlineNews/status/974851549842219008 …",Sri Lanka Standard Time,29,14840623,kryes,4,8,,,None,,https://twitter.com/kryes/status/974852694010671106,அசிங்கத்தை
16,16,16,974555245022920704,2018-03-16,13:27:31,கி.வீரமணி பேச்சு - ஆன்மிக அரசியல் அசிங்கத்தை பாரீர்:,Sri Lanka Standard Time,0,726754212713910273,athyantha_kaman,0,0,,,None,,https://twitter.com/athyantha_kaman/status/974555245022920704,அசிங்கத்தை
17,17,17,974338209428643840,2018-03-15,23:05:06,அதிமுக அசிங்கத்தின் மீது கொசு உட்காருவது இயல்புங்க. ஊழல் அசிங்கத்தை சொன்னேனுங்க. திமுக ஊழல் என்று ஓலமிட்ட நாயின் ஊழலை ஏற்றுக்கொண்டுஅவளுக்கு மணிமண்டபம் நினைவிடம் எல்லாம் அமைக்கும்வெட்கமில்லாத பேமானிங்க இப்போதும் திமுக ஊழல் கட்சி என்று சொல்வது கடைந்தெடுத்த அயோக்கியத்தனம்.,Sri Lanka Standard Time,3,865808092780298240,Arivazhi,0,1,,,None,,https://twitter.com/Arivazhi/status/974338209428643840,அசிங்கத்தை
18,18,18,974110351330500608,2018-03-15,07:59:40,@thatsTamil தலைவா இந்த அசிங்கத்தை அடிச்சி விரட்டு தலைவா?இவன் தான் இரண்டாம் கட்ட அலைவரிசை ஒதுக்கீட்டில் கையூட்டு நடைபெற்றிருக்கு என்று பொய்யை ஊதி ஊதி திமுக வீழ காரணமாய் இருந்தவன்,Sri Lanka Standard Time,2,2615711858,Thamizhravanan,0,0,,,None,thatsTamil,https://twitter.com/Thamizhravanan/status/974110351330500608,அசிங்கத்தை
